ZIP_CODE,LATITUDE,LONGTITUDE,PONAME,COLOR
11290,37.601544,127.0326882,SeongBuk,A66FCB
11290,37.6016281,127.0416048,SeongBuk,A66FCB
11305,37.6361604,127.0241249,GangBuk,F27616
11305,37.6404369,127.021202,GangBuk,F27616
11305,37.6372205,127.0252838,GangBuk,F27616
11280,37.5469816,126.9721881,YongSan,C156BC
11470,37.5195366,126.8710695,YangCheon,6323DB
11280,37.5523722,126.968957,YongSan,C156BC
11280,37.5222337,126.9933324,YongSan,C156BC
11370,37.5772196,127.0301665,DongDaeMun,F0308A
11560,37.5280612,126.91604,YeongDengPo,1E6CD6
11280,37.5346659,126.9592991,YongSan,C156BC
11280,37.5323036,126.9610579,YongSan,C156BC
11280,37.5250817,126.9644814,YongSan,C156BC
11280,37.5328302,127.0075028,YongSan,C156BC
11280,37.5346774,127.0061098,YongSan,C156BC
11280,37.5360854,127.0061435,YongSan,C156BC
11280,37.5460001,127.0028979,YongSan,C156BC
11380,37.6185705,126.9152938,EunPyung,16F277
11380,37.6180874,126.9060023,EunPyung,16F277
11560,37.5384686,126.8920994,YeongDengPo,1E6CD6
11560,37.5254229,126.9041521,YeongDengPo,1E6CD6
11560,37.5183968,126.9135841,YeongDengPo,1E6CD6
11280,37.5355395,126.9627099,YongSan,C156BC
11380,37.6153747,126.9129373,EunPyung,16F277
11380,37.6040172,126.9353253,EunPyung,16F277
11380,37.6005774,126.9363321,EunPyung,16F277
11380,37.604099,126.9253475,EunPyung,16F277
11380,37.6092716,126.9207489,EunPyung,16F277
11380,37.617139,126.9197298,EunPyung,16F277
11270,37.6098248,126.974866,JongRo,069B34
11110,37.5569926,126.97453,JungGu,A65AFF
11110,37.552684,126.9635631,JungGu,A65AFF
11280,37.5544442,126.977704,YongSan,C156BC
11380,37.6044951,126.9241579,EunPyung,16F277
11270,37.6069701,126.9698929,JongRo,069B34
11110,37.5639945,127.0155988,JungGu,A65AFF
11110,37.5590494,127.0127359,JungGu,A65AFF
11110,37.5645433,127.0164741,JungGu,A65AFF
11110,37.564809,127.0255458,JungGu,A65AFF
11110,37.564173,127.0021803,JungGu,A65AFF
11110,37.5627321,127.0070467,JungGu,A65AFF
11110,37.5626004,126.9989116,JungGu,A65AFF
11110,37.5608817,126.9937137,JungGu,A65AFF
11270,37.6067343,126.9710623,JongRo,069B34
11110,37.555982,127.0092826,JungGu,A65AFF
11110,37.5616744,126.9970573,JungGu,A65AFF
11110,37.566516,127.0232021,JungGu,A65AFF
11260,37.5995072,127.1007723,JungRang,16DEF2
11260,37.5986471,127.0966615,JungRang,16DEF2
11680,37.482821,127.1050958,GangNam,F7071C
11680,37.513645,127.0313411,GangNam,F7071C
11680,37.4992985,127.0781996,GangNam,F7071C
11680,37.4978103,127.0757298,GangNam,F7071C
11680,37.5034388,127.0471096,GangNam,F7071C
11740,37.5450816,127.1696048,GandDong,3616F2
11740,37.5365898,127.1291116,GandDong,3616F2
11650,37.4789517,126.982131,SeoCho,16F22D
11650,37.47312,126.9954496,SeoCho,16F22D
11710,37.5081064,127.1037793,SongPa,DB3323
11710,37.5061993,127.1316031,SongPa,DB3323
11710,37.5035365,127.0868981,SongPa,DB3323
11410,37.5736198,126.906368,SeoDaeMun,194C67
11380,37.5777264,126.9015889,EunPyung,16F277
11500,37.5300496,126.8472215,GangSeo,A816F2
11470,37.5167594,126.854697,YangCheon,6323DB
11110,37.561957,127.0150892,JungGu,A65AFF
11290,37.5797895,127.022746,SeongBuk,A66FCB
11290,37.6013855,127.0215219,SeongBuk,A66FCB
11500,37.5441132,126.8476729,GangSeo,A816F2
11500,37.5611521,126.8606277,GangSeo,A816F2
11750,37.560492,127.0683514,SeonGgDong,7AE8E1
11290,37.5866652,127.0190193,SeongBuk,A66FCB
11500,37.5575741,126.8431992,GangSeo,A816F2
11500,37.5589354,126.8479578,GangSeo,A816F2
11500,37.5355012,126.841102,GangSeo,A816F2
11500,37.5427128,126.8624762,GangSeo,A816F2
11500,37.5305756,126.8415733,GangSeo,A816F2
11500,37.5425524,126.8383655,GangSeo,A816F2
11710,37.5113372,127.0935121,SongPa,DB3323
11710,37.5115104,127.0816989,SongPa,DB3323
11110,37.5647158,126.9916303,JungGu,A65AFF
11110,37.5686368,126.9800962,JungGu,A65AFF
11110,37.5608338,126.972468,JungGu,A65AFF
11110,37.5571772,126.982658,JungGu,A65AFF
11110,37.5572534,126.9735411,JungGu,A65AFF
11110,37.5594665,126.9728319,JungGu,A65AFF
11110,37.5630329,127.0054106,JungGu,A65AFF
11110,37.5648565,126.9956998,JungGu,A65AFF
11110,37.5614292,126.9729664,JungGu,A65AFF
11110,37.5627309,126.973624,JungGu,A65AFF
11710,37.5169395,127.1131222,SongPa,DB3323
11110,37.5594236,126.9734308,JungGu,A65AFF
11110,37.5678364,127.0165858,JungGu,A65AFF
11110,37.5579566,126.9755476,JungGu,A65AFF
11110,37.5631812,126.9716159,JungGu,A65AFF
11110,37.5650113,126.9945143,JungGu,A65AFF
11110,37.5625983,126.990783,JungGu,A65AFF
11110,37.5647395,126.9897382,JungGu,A65AFF
11110,37.5628195,126.9770249,JungGu,A65AFF
11110,37.5686117,127.012657,JungGu,A65AFF
11110,37.5575455,126.9811707,JungGu,A65AFF
11750,37.538104,127.0539539,SeonGgDong,7AE8E1
11215,37.5338087,127.076131,KwangJin,F28116
11215,37.540753,127.06958,KwangJin,F28116
11215,37.5442769,127.0907452,KwangJin,F28116
11215,37.5544497,127.0756001,KwangJin,F28116
11215,37.563474,127.082381,KwangJin,F28116
11215,37.5481104,127.0725185,KwangJin,F28116
11215,37.5355472,127.0828368,KwangJin,F28116
11290,37.607686,127.0304344,SeongBuk,A66FCB
11270,37.5771113,126.9884618,JongRo,069B34
11110,37.5636708,126.972339,JungGu,A65AFF
11110,37.5617707,126.9738516,JungGu,A65AFF
11110,37.5637144,126.9749562,JungGu,A65AFF
11290,37.6117595,127.0558235,SeongBuk,A66FCB
11290,37.6164199,127.0567386,SeongBuk,A66FCB
11680,37.5251237,127.0493784,GangNam,F7071C
11680,37.5190286,127.0464151,GangNam,F7071C
11680,37.5118239,127.0555363,GangNam,F7071C
11680,37.5112574,127.0460129,GangNam,F7071C
11680,37.4932862,127.0568277,GangNam,F7071C
11290,37.6063418,127.0272533,SeongBuk,A66FCB
11680,37.4998632,127.057867,GangNam,F7071C
11680,37.4953842,127.0334051,GangNam,F7071C
11680,37.4960293,127.046783,GangNam,F7071C
11680,37.4909404,127.0385463,GangNam,F7071C
11680,37.4820157,127.0575405,GangNam,F7071C
11680,37.4898464,127.0691394,GangNam,F7071C
11680,37.4789345,127.0515992,GangNam,F7071C
11680,37.4834499,127.086509,GangNam,F7071C
11680,37.4919227,127.0880988,GangNam,F7071C
11680,37.4889645,127.1050285,GangNam,F7071C
11680,37.469175,127.106929,GangNam,F7071C
11680,37.5103339,127.0670175,GangNam,F7071C
11680,37.497099,127.0424789,GangNam,F7071C
11305,37.6269645,127.0269536,GangBuk,F27616
11305,37.6415658,127.0105844,GangBuk,F27616
11305,37.6379455,127.0289126,GangBuk,F27616
11305,37.6446886,127.0198885,GangBuk,F27616
11305,37.633449,127.0171581,GangBuk,F27616
11280,37.4896009,126.9481188,YongSan,C156BC
11620,37.4750744,126.934965,KwanAk,E616F2
11620,37.4701551,126.9329721,KwanAk,E616F2
11620,37.4709728,126.9216623,KwanAk,E616F2
11620,37.4680137,126.9449171,KwanAk,E616F2
11215,37.5607128,127.0800183,KwangJin,F28116
11215,37.5603293,127.0814919,KwangJin,F28116
11680,37.4921635,127.0737833,GangNam,F7071C
11305,37.6387413,127.0231162,GangBuk,F27616
11620,37.4797968,126.9313494,KwanAk,E616F2
11305,37.6259424,127.0465555,GangBuk,F27616
11215,37.5538113,127.0805162,KwangJin,F28116
11215,37.5425494,127.0856855,KwangJin,F28116
11215,37.5390446,127.0976935,KwangJin,F28116
11215,37.5378383,127.0906675,KwangJin,F28116
11530,37.4993168,126.8829003,GuRp,16EDF2
11530,37.49395,126.8314717,GuRp,16EDF2
11620,37.4791865,126.9416662,KwanAk,E616F2
11215,37.5653718,127.0872742,KwangJin,F28116
11530,37.4970944,126.8450997,GuRp,16EDF2
11530,37.5022405,126.8471344,GuRp,16EDF2
11530,37.4808535,126.8899185,GuRp,16EDF2
11530,37.4930808,126.8758029,GuRp,16EDF2
11215,37.5004632,126.8627658,KwangJin,F28116
11530,37.485677,126.8866003,GuRp,16EDF2
11530,37.5066924,126.8586696,GuRp,16EDF2
11530,37.4897085,126.8863907,GuRp,16EDF2
11500,37.571865,126.8345025,GangSeo,A816F2
11500,37.5711698,126.8356558,GangSeo,A816F2
11500,37.5749559,126.8017491,GangSeo,A816F2
11500,37.5558675,126.7681427,GangSeo,A816F2
11620,37.4735889,126.9341584,KwanAk,E616F2
11530,37.501839,126.8776866,GuRp,16EDF2
11370,37.5665106,127.0537753,DongDaeMun,F0308A
11370,37.5691036,127.0506041,DongDaeMun,F0308A
11370,37.5701973,127.0710519,DongDaeMun,F0308A
11370,37.5744533,127.0722169,DongDaeMun,F0308A
11370,37.5699673,127.0732995,DongDaeMun,F0308A
11290,37.5921145,127.0024232,SeongBuk,A66FCB
11290,37.5901839,127.010624,SeongBuk,A66FCB
11500,37.5549852,126.7688206,GangSeo,A816F2
11290,37.6002481,127.0216107,SeongBuk,A66FCB
11370,37.5800719,127.0417127,DongDaeMun,F0308A
11290,37.5837825,127.019985,SeongBuk,A66FCB
11470,37.5224782,126.8620466,YangCheon,6323DB
11470,37.52229,126.8609277,YangCheon,6323DB
11470,37.5220229,126.8585919,YangCheon,6323DB
11500,37.5533361,126.851249,GangSeo,A816F2
11500,37.5524362,126.8507961,GangSeo,A816F2
11500,37.5413039,126.8399136,GangSeo,A816F2
11500,37.5346196,126.8378419,GangSeo,A816F2
11500,37.551383,126.848885,GangSeo,A816F2
11500,37.5618141,126.8097116,GangSeo,A816F2
11500,37.558612,126.8421124,GangSeo,A816F2
11530,37.4929582,126.8838943,GuRp,16EDF2
11530,37.497898,126.853543,GuRp,16EDF2
11530,37.5024022,126.8884213,GuRp,16EDF2
11530,37.5011438,126.8896647,GuRp,16EDF2
11530,37.5054998,126.8926082,GuRp,16EDF2
11530,37.5069321,126.8549246,GuRp,16EDF2
11470,37.5187478,126.873957,YangCheon,6323DB
11380,37.6113967,126.928634,EunPyung,16F277
11380,37.608799,126.9307656,EunPyung,16F277
11380,37.5817405,126.9044124,EunPyung,16F277
11380,37.5878822,126.9164007,EunPyung,16F277
11380,37.5893852,126.9168074,EunPyung,16F277
11380,37.600057,126.9156288,EunPyung,16F277
11380,37.6121382,126.9170384,EunPyung,16F277
11440,37.5408383,126.941816,MaPo,FC00F0
11440,37.5399065,126.9439936,MaPo,FC00F0
11440,37.5564608,126.9238407,MaPo,FC00F0
11440,37.5641534,126.9132157,MaPo,FC00F0
11440,37.5570772,126.9185574,MaPo,FC00F0
11440,37.5506932,126.9148867,MaPo,FC00F0
11470,37.5325569,126.8640402,YangCheon,6323DB
11380,37.6131953,126.9162203,EunPyung,16F277
11470,37.5327898,126.8687158,YangCheon,6323DB
11470,37.5497662,126.8665929,YangCheon,6323DB
11470,37.5376456,126.8821186,YangCheon,6323DB
11290,37.5884711,127.0168978,SeongBuk,A66FCB
11290,37.5905673,127.0195301,SeongBuk,A66FCB
11290,37.6055788,127.0116927,SeongBuk,A66FCB
11290,37.5848118,127.031081,SeongBuk,A66FCB
11290,37.5817018,127.0277257,SeongBuk,A66FCB
11680,37.5257754,127.0265749,GangNam,F7071C
11680,37.5253516,127.0337235,GangNam,F7071C
11680,37.5287992,127.0341713,GangNam,F7071C
11680,37.5078016,127.0364729,GangNam,F7071C
11370,37.5619591,127.063768,DongDaeMun,F0308A
11680,37.5026695,127.0364255,GangNam,F7071C
11680,37.500774,127.0431072,GangNam,F7071C
11680,37.4983303,127.0386308,GangNam,F7071C
11680,37.496391,127.0396496,GangNam,F7071C
11680,37.4948561,127.0458751,GangNam,F7071C
11680,37.4942405,127.0455372,GangNam,F7071C
11680,37.5267637,127.0435488,GangNam,F7071C
11680,37.4948858,127.0842836,GangNam,F7071C
11680,37.4910301,127.0878564,GangNam,F7071C
11680,37.4835246,127.1040052,GangNam,F7071C
11680,37.5227572,127.0563413,GangNam,F7071C
11680,37.5220568,127.0567738,GangNam,F7071C
11350,37.6168772,127.0726111,NoWon,C5F216
11680,37.4835876,127.0616011,GangNam,F7071C
11530,37.4976169,126.8523935,GuRp,16EDF2
11530,37.4862522,126.8561425,GuRp,16EDF2
11530,37.4997397,126.8644929,GuRp,16EDF2
11530,37.506769,126.8595584,GuRp,16EDF2
11470,37.5215258,126.8393079,YangCheon,6323DB
11470,37.5451249,126.8626096,YangCheon,6323DB
11470,37.5379641,126.8315964,YangCheon,6323DB
11470,37.5156177,126.8622663,YangCheon,6323DB
11470,37.514599,126.8595523,YangCheon,6323DB
11470,37.5194642,126.8731791,YangCheon,6323DB
11470,37.5228141,126.8642416,YangCheon,6323DB
11110,37.5688803,126.9781956,JungGu,A65AFF
11110,37.5614866,126.9765044,JungGu,A65AFF
11710,37.4990653,127.1409814,SongPa,DB3323
11110,37.5615183,126.9934454,JungGu,A65AFF
11110,37.5637124,126.9692271,JungGu,A65AFF
11110,37.5604533,126.9796779,JungGu,A65AFF
11110,37.5647367,126.9852217,JungGu,A65AFF
11110,37.5671405,126.9906632,JungGu,A65AFF
11110,37.5658836,127.0049453,JungGu,A65AFF
11710,37.5144673,127.1009337,SongPa,DB3323
11110,37.5533937,127.0038449,JungGu,A65AFF
11110,37.568522,126.9752595,JungGu,A65AFF
11110,37.5578238,126.9686906,JungGu,A65AFF
11110,37.563854,126.9808055,JungGu,A65AFF
11110,37.560808,126.9738177,JungGu,A65AFF
11110,37.564551,127.0037044,JungGu,A65AFF
11110,37.5543996,126.9741393,JungGu,A65AFF
11110,37.5650989,126.9855016,JungGu,A65AFF
11110,37.5654443,126.9791614,JungGu,A65AFF
11110,37.5581723,126.9721713,JungGu,A65AFF
11530,37.4927226,126.8340391,GuRp,16EDF2
11530,37.4911747,126.8751806,GuRp,16EDF2
11530,37.4913651,126.8833524,GuRp,16EDF2
11530,37.4918904,126.8564558,GuRp,16EDF2
11530,37.4980318,126.852936,GuRp,16EDF2
11350,37.6325838,127.0507464,NoWon,C5F216
11710,37.5380718,127.1220894,SongPa,DB3323
11710,37.5023232,127.1167447,SongPa,DB3323
11710,37.5145608,127.1144737,SongPa,DB3323
11710,37.5027346,127.0925547,SongPa,DB3323
11710,37.4959966,127.149994,SongPa,DB3323
11710,37.5061537,127.084333,SongPa,DB3323
11710,37.4898981,127.1109294,SongPa,DB3323
11710,37.5030055,127.1281088,SongPa,DB3323
11710,37.5035611,127.1036835,SongPa,DB3323
11710,37.4955623,127.1217912,SongPa,DB3323
11710,37.4900875,127.1241939,SongPa,DB3323
11710,37.5133189,127.0944075,SongPa,DB3323
11530,37.4842684,126.9020545,GuRp,16EDF2
11350,37.664556,127.0638111,NoWon,C5F216
11530,37.5068246,126.8292446,GuRp,16EDF2
11545,37.4618128,126.8983856,GumCheon,EA2A0C
11590,37.4995158,126.9288583,DongJack,34EA0C
11620,37.473783,126.9534897,KwanAk,E616F2
11470,37.5255358,126.8640135,YangCheon,6323DB
11470,37.5205772,126.8372501,YangCheon,6323DB
11270,37.5690575,126.9860144,JongRo,069B34
11270,37.5700656,127.0105313,JongRo,069B34
11270,37.5747805,126.986573,JongRo,069B34
11110,37.5685851,126.9808484,JungGu,A65AFF
11110,37.5681832,126.9815367,JungGu,A65AFF
11110,37.5677165,126.9823162,JungGu,A65AFF
11110,37.5680641,126.9797059,JungGu,A65AFF
11110,37.5684556,126.9795987,JungGu,A65AFF
11110,37.5687803,126.9789703,JungGu,A65AFF
11110,37.569429,127.0082812,JungGu,A65AFF
11680,37.5088021,127.0598673,GangNam,F7071C
11680,37.5102112,127.0661014,GangNam,F7071C
11680,37.4885473,127.1043261,GangNam,F7071C
11680,37.5270374,127.0339562,GangNam,F7071C
11680,37.5286712,127.0341443,GangNam,F7071C
11680,37.5229371,127.0370916,GangNam,F7071C
11680,37.4997986,127.032361,GangNam,F7071C
11680,37.4887265,127.0465104,GangNam,F7071C
11680,37.4849096,127.0456383,GangNam,F7071C
11680,37.4959061,127.0527068,GangNam,F7071C
11680,37.485281,127.0343391,GangNam,F7071C
11590,37.480931,126.981514,DongJack,34EA0C
11620,37.4806127,126.9537773,KwanAk,E616F2
11680,37.5075469,127.0571822,GangNam,F7071C
11110,37.5682467,126.9964956,JungGu,A65AFF
11710,37.5140927,127.1076784,SongPa,DB3323
11710,37.5126384,127.1082672,SongPa,DB3323
11710,37.513627,127.1099096,SongPa,DB3323
11710,37.5155942,127.1326381,SongPa,DB3323
11305,37.636318,127.0303731,GangBuk,F27616
11370,37.5747097,127.0722862,DongDaeMun,F0308A
11305,37.6259624,127.0270085,GangBuk,F27616
11305,37.6353013,127.023748,GangBuk,F27616
11305,37.6459371,127.0200607,GangBuk,F27616
11680,37.5016989,127.0359994,GangNam,F7071C
11710,37.5145274,127.1088619,SongPa,DB3323
11305,37.6489439,127.0149749,GangBuk,F27616
11305,37.631641,127.0234393,GangBuk,F27616
11320,37.6525388,127.0489845,DoBong,F2B416
11320,37.6528295,127.0499118,DoBong,F2B416
11320,37.6532634,127.0490318,DoBong,F2B416
11320,37.656361,127.0503484,DoBong,F2B416
11320,37.6523129,127.0497205,DoBong,F2B416
11320,37.6524485,127.0502797,DoBong,F2B416
11110,37.5679652,126.9787147,JungGu,A65AFF
11110,37.5618245,127.0037391,JungGu,A65AFF
11110,37.5631965,126.9786074,JungGu,A65AFF
11110,37.5539739,127.0098347,JungGu,A65AFF
11110,37.5602575,126.9850845,JungGu,A65AFF
11110,37.563482,126.9735325,JungGu,A65AFF
11110,37.5643762,126.984035,JungGu,A65AFF
11110,37.5648314,126.9815329,JungGu,A65AFF
11110,37.5649503,126.978941,JungGu,A65AFF
11110,37.5559292,126.9720331,JungGu,A65AFF
11110,37.5671583,126.9811118,JungGu,A65AFF
11110,37.5639438,127.0007236,JungGu,A65AFF
11750,37.5432041,127.0171168,SeonGgDong,7AE8E1
11290,37.5991837,127.0222053,SeongBuk,A66FCB
11110,37.5672039,126.9697084,JungGu,A65AFF
11290,37.5899595,127.014418,SeongBuk,A66FCB
11290,37.5903228,127.0076128,SeongBuk,A66FCB
11650,37.4741857,127.0478405,SeoCho,16F22D
11680,37.4890692,127.0325122,GangNam,F7071C
11650,37.4849616,127.0390383,SeoCho,16F22D
11680,37.5319152,127.0285802,GangNam,F7071C
11680,37.5298196,127.0290126,GangNam,F7071C
11680,37.4990046,127.0371264,GangNam,F7071C
11680,37.4840298,127.0807964,GangNam,F7071C
11710,37.4933701,127.1250601,SongPa,DB3323
11650,37.4902743,126.9923509,SeoCho,16F22D
11680,37.5148945,127.0604402,GangNam,F7071C
11710,37.5142575,127.1079826,SongPa,DB3323
11710,37.505093,127.1078917,SongPa,DB3323
11740,37.5302296,127.1228164,GandDong,3616F2
11740,37.5380387,127.1238221,GandDong,3616F2
11740,37.5346988,127.1351072,GandDong,3616F2
11650,37.4998863,127.0262263,SeoCho,16F22D
11740,37.5343773,127.1361715,GandDong,3616F2
11740,37.5350124,127.1392918,GandDong,3616F2
11740,37.5439392,127.1425954,GandDong,3616F2
11740,37.5346765,127.1377322,GandDong,3616F2
11740,37.535282,127.1363688,GandDong,3616F2
11740,37.5366264,127.1312821,GandDong,3616F2
11740,37.537329,127.1295111,GandDong,3616F2
11740,37.5379361,127.1268563,GandDong,3616F2
11740,37.5467491,127.1266754,GandDong,3616F2
11740,37.5502824,127.1282041,GandDong,3616F2
11710,37.4998677,127.1232264,SongPa,DB3323
11740,37.5522688,127.1279857,GandDong,3616F2
11740,37.5516431,127.127782,GandDong,3616F2
11740,37.5426224,127.1246412,GandDong,3616F2
11740,37.5394499,127.1233658,GandDong,3616F2
11740,37.5471387,127.1436171,GandDong,3616F2
11740,37.5502605,127.172715,GandDong,3616F2
11710,37.511462,127.081488,SongPa,DB3323
11710,37.507121,127.0899681,SongPa,DB3323
11710,37.5085965,127.0768984,SongPa,DB3323
11710,37.5097805,127.1057113,SongPa,DB3323
11590,37.5089361,126.9636443,DongJack,34EA0C
11710,37.5013479,127.1270604,SongPa,DB3323
11270,37.5862153,126.9849556,JongRo,069B34
11270,37.5708149,126.9645747,JongRo,069B34
11740,37.5468473,127.1348089,GandDong,3616F2
11710,37.5383296,127.1229006,SongPa,DB3323
11740,37.5382219,127.1262727,GandDong,3616F2
11740,37.5530116,127.1438157,GandDong,3616F2
11270,37.5697924,126.9782087,JongRo,069B34
11270,37.5729005,126.973158,JongRo,069B34
11270,37.5794074,127.0018118,JongRo,069B34
11270,37.6058233,126.9608926,JongRo,069B34
11560,37.5236965,126.9107609,YeongDengPo,1E6CD6
11270,37.5548843,127.0113065,JongRo,069B34
11260,37.5991115,127.0956496,JungRang,16DEF2
11260,37.5866663,127.0886363,JungRang,16DEF2
11260,37.6005001,127.0793237,JungRang,16DEF2
11260,37.5831935,127.0841694,JungRang,16DEF2
11260,37.5848721,127.0947871,JungRang,16DEF2
11260,37.5882165,127.0938739,JungRang,16DEF2
11260,37.5913296,127.0728365,JungRang,16DEF2
11260,37.6062342,127.0782853,JungRang,16DEF2
11260,37.6057321,127.0765672,JungRang,16DEF2
11270,37.5777922,127.0216444,JongRo,069B34
11270,37.5723444,127.0143315,JongRo,069B34
11260,37.5745119,127.0852254,JungRang,16DEF2
11260,37.6170353,127.0904798,JungRang,16DEF2
11260,37.5959349,127.0826422,JungRang,16DEF2
11260,37.577375,127.0857072,JungRang,16DEF2
11260,37.601175,127.0798208,JungRang,16DEF2
11260,37.6005425,127.0800159,JungRang,16DEF2
11260,37.6004004,127.1016333,JungRang,16DEF2
11260,37.6012883,127.0999774,JungRang,16DEF2
11260,37.5857168,127.0794565,JungRang,16DEF2
11320,37.6476211,127.03372,DoBong,F2B416
11320,37.6570175,127.0138142,DoBong,F2B416
11380,37.6005988,126.9304419,EunPyung,16F277
11320,37.6691218,127.043869,DoBong,F2B416
11320,37.658164,127.0358063,DoBong,F2B416
11380,37.6011147,126.9242013,EunPyung,16F277
11380,37.6176413,126.9192966,EunPyung,16F277
11380,37.6108315,126.9176424,EunPyung,16F277
11380,37.6031012,126.9223157,EunPyung,16F277
11380,37.6255941,126.9196687,EunPyung,16F277
11380,37.6169608,126.9228148,EunPyung,16F277
11380,37.6117513,126.9292532,EunPyung,16F277
11380,37.6141815,126.9272309,EunPyung,16F277
11380,37.6266846,126.9202191,EunPyung,16F277
11380,37.5866822,126.9176222,EunPyung,16F277
11380,37.6235952,126.9174601,EunPyung,16F277
11410,37.5789263,126.9384177,SeoDaeMun,194C67
11410,37.5887983,126.9453284,SeoDaeMun,194C67
11410,37.5952355,126.9464349,SeoDaeMun,194C67
11410,37.5695902,126.9316178,SeoDaeMun,194C67
11410,37.5804054,126.9338114,SeoDaeMun,194C67
11410,37.5569111,126.9438925,SeoDaeMun,194C67
11410,37.5585396,126.9430192,SeoDaeMun,194C67
11410,37.5622635,126.963857,SeoDaeMun,194C67
11410,37.5608696,126.9320981,SeoDaeMun,194C67
11650,37.4835948,127.0326785,SeoCho,16F22D
11650,37.4835208,127.033118,SeoCho,16F22D
11410,37.5731823,126.9360088,SeoDaeMun,194C67
11650,37.4818295,127.035993,SeoCho,16F22D
11290,37.5856626,127.0074767,SeongBuk,A66FCB
11650,37.5004902,126.986119,SeoCho,16F22D
11290,37.5932647,126.9984702,SeongBuk,A66FCB
11290,37.6024121,127.0317052,SeongBuk,A66FCB
11290,37.5891271,127.0181965,SeongBuk,A66FCB
11290,37.6044362,127.0324205,SeongBuk,A66FCB
11260,37.5869573,127.0951682,JungRang,16DEF2
11500,37.5575353,126.8613072,GangSeo,A816F2
11260,37.5977866,127.1006047,JungRang,16DEF2
11260,37.5728467,127.0799137,JungRang,16DEF2
11500,37.5570234,126.8613581,GangSeo,A816F2
11260,37.5743755,127.0805973,JungRang,16DEF2
11260,37.5955686,127.0987651,JungRang,16DEF2
11500,37.5572515,126.8613531,GangSeo,A816F2
11500,37.5545681,126.862156,GangSeo,A816F2
11500,37.5625811,126.8529951,GangSeo,A816F2
11500,37.552021,126.8615804,GangSeo,A816F2
11500,37.5572571,126.8552763,GangSeo,A816F2
11500,37.5556495,126.8587395,GangSeo,A816F2
11500,37.5514441,126.8649057,GangSeo,A816F2
11260,37.5808526,127.0798963,JungRang,16DEF2
11260,37.6103556,127.0774574,JungRang,16DEF2
11320,37.6528989,127.0488479,DoBong,F2B416
11320,37.652958,127.0507075,DoBong,F2B416
11320,37.6526919,127.0463294,DoBong,F2B416
11320,37.652165,127.046509,DoBong,F2B416
11320,37.6530628,127.0463266,DoBong,F2B416
11320,37.6473188,127.0335332,DoBong,F2B416
11320,37.6472808,127.0343138,DoBong,F2B416
11320,37.6507222,127.0363257,DoBong,F2B416
11320,37.6469947,127.0333571,DoBong,F2B416
11320,37.6691997,127.0438865,DoBong,F2B416
11320,37.6681095,127.0466764,DoBong,F2B416
11320,37.6590768,127.035334,DoBong,F2B416
11320,37.6623441,127.0304643,DoBong,F2B416
11320,37.6621435,127.028884,DoBong,F2B416
11320,37.6615087,127.0271582,DoBong,F2B416
11320,37.6648803,127.0363254,DoBong,F2B416
11320,37.6523852,127.0365867,DoBong,F2B416
11320,37.6563459,127.0387961,DoBong,F2B416
11380,37.6002937,126.9231374,EunPyung,16F277
11470,37.5225085,126.8434758,YangCheon,6323DB
11440,37.5540292,126.9205846,MaPo,FC00F0
11470,37.5284782,126.8389906,YangCheon,6323DB
11470,37.5332227,126.8281173,YangCheon,6323DB
11470,37.5328261,126.8285528,YangCheon,6323DB
11545,37.4509569,126.9016187,GumCheon,EA2A0C
11545,37.4479173,126.919087,GumCheon,EA2A0C
11545,37.4504431,126.914636,GumCheon,EA2A0C
11560,37.5215654,126.9087443,YeongDengPo,1E6CD6
11560,37.5198462,126.9014923,YeongDengPo,1E6CD6
11440,37.5662347,126.9032874,MaPo,FC00F0
11560,37.5199078,126.9068441,YeongDengPo,1E6CD6
11560,37.5207257,126.9056152,YeongDengPo,1E6CD6
11560,37.5251394,126.9058169,YeongDengPo,1E6CD6
11560,37.5280297,126.9060682,YeongDengPo,1E6CD6
11560,37.5283357,126.9062029,YeongDengPo,1E6CD6
11590,37.4907729,126.9230671,DongJack,34EA0C
11260,37.6075682,127.0993873,JungRang,16DEF2
11280,37.5197028,126.9892335,YongSan,C156BC
11500,37.5529429,126.8616468,GangSeo,A816F2
11500,37.5572458,126.8493893,GangSeo,A816F2
11500,37.5588367,126.8399008,GangSeo,A816F2
11500,37.5683095,126.8119736,GangSeo,A816F2
11500,37.5633428,126.8402138,GangSeo,A816F2
11500,37.5612045,126.8540805,GangSeo,A816F2
11500,37.5782514,126.8133396,GangSeo,A816F2
11500,37.5656975,126.8115742,GangSeo,A816F2
11500,37.5635631,126.8069357,GangSeo,A816F2
11500,37.5624788,126.808151,GangSeo,A816F2
11560,37.5219671,126.9082127,YeongDengPo,1E6CD6
11500,37.5783039,126.8124636,GangSeo,A816F2
11500,37.5782273,126.8137034,GangSeo,A816F2
11500,37.5474437,126.8725485,GangSeo,A816F2
11500,37.5502736,126.873745,GangSeo,A816F2
11560,37.5249165,126.9065321,YeongDengPo,1E6CD6
11560,37.5297645,126.898914,YeongDengPo,1E6CD6
11500,37.5426732,126.8411087,GangSeo,A816F2
11500,37.5558494,126.8510812,GangSeo,A816F2
11500,37.5544718,126.8520412,GangSeo,A816F2
11500,37.5307379,126.8466558,GangSeo,A816F2
11500,37.5488199,126.8485822,GangSeo,A816F2
11530,37.4997833,126.856785,GuRp,16EDF2
